date,method,confidence,window_start,window_days,var_usd,es_usd,actual_pnl_usd,breach
2025-11-05,Parametric (Normal),0.99,2020-12-07,1234,28832362.39339094,33177231.54655503,3002131.997577651,False
2025-11-05,Monte Carlo (Student-t),0.95,2020-12-07,1234,18424389.062907565,28815731.25218423,3002131.997577651,False
2025-11-05,Monte Carlo (Student-t),0.97,2020-12-07,1234,22984752.785648815,34276972.74827108,3002131.997577651,False
2025-11-05,Monte Carlo (Student-t),0.99,2020-12-07,1234,32332277.499697734,48522856.258633696,3002131.997577651,False
2025-11-06,Historical,0.95,2020-12-07,1235,19356395.10275017,29018097.928979862,-11834421.12425721,False
2025-11-06,Historical,0.97,2020-12-07,1235,24173575.902646206,33605696.11260117,-11834421.12425721,False
2025-11-06,Historical,0.99,2020-12-07,1235,35092503.666434675,43352150.08889325,-11834421.12425721,False
2025-11-06,Parametric (Normal),0.95,2020-12-07,1235,20084431.621337205,25440011.21947774,-11834421.12425721,False
2025-11-06,Parametric (Normal),0.97,2020-12-07,1235,23108405.745868836,28071951.15662522,-11834421.12425721,False
2025-11-06,Parametric (Normal),0.99,2020-12-07,1235,28818945.198628917,33162096.612348493,-11834421.12425721,False
2025-11-06,Monte Carlo (Student-t),0.95,2020-12-07,1235,18104233.758765835,27709837.54893333,-11834421.12425721,False
2025-11-06,Monte Carlo (Student-t),0.97,2020-12-07,1235,22179233.65094085,32975845.082728814,-11834421.12425721,False
2025-11-06,Monte Carlo (Student-t),0.99,2020-12-07,1235,32849447.760819938,45930014.74504997,-11834421.12425721,False
2025-11-07,Historical,0.95,2020-12-07,1236,19353528.175381783,29018097.928979862,-720712.5634783469,False
2025-11-07,Historical,0.97,2020-12-07,1236,24171849.119824708,33605696.11260117,-720712.5634783469,False
2025-11-07,Historical,0.99,2020-12-07,1236,35091343.13550285,43352150.08889325,-720712.5634783469,False
2025-11-07,Parametric (Normal),0.95,2020-12-07,1236,20094826.097563747,25450408.978604726,-720712.5634783469,False
2025-11-07,Parametric (Normal),0.97,2020-12-07,1236,23118802.07575208,28082350.529097065,-720712.5634783469,False
2025-11-07,Parametric (Normal),0.99,2020-12-07,1236,28829345.028998364,33172499.105013117,-720712.5634783469,False
2025-11-07,Monte Carlo (Student-t),0.95,2020-12-07,1236,18122466.441750705,27701022.19370692,-720712.5634783469,False
2025-11-07,Monte Carlo (Student-t),0.97,2020-12-07,1236,22649909.03555232,32716934.078346387,-720712.5634783469,False
2025-11-07,Monte Carlo (Student-t),0.99,2020-12-07,1236,32575351.01554484,44665050.85073777,-720712.5634783469,False
2025-11-10,Historical,0.95,2020-12-10,1234,19359262.030118562,29018097.928979862,15752454.353437701,False
2025-11-10,Historical,0.97,2020-12-10,1234,24177427.144236766,33860587.16723381,15752454.353437701,False
2025-11-10,Historical,0.99,2020-12-10,1234,35093664.1973665,43352150.08889325,15752454.353437701,False
