date,method,confidence,window_start,window_days,var_usd,es_usd,actual_pnl_usd,breach
2025-01-28,Parametric (Normal),0.99,2020-02-28,1235,30288713.15,34831851.14,-2980613.78,False
2025-01-28,Parametric (t + EWMA),0.95,2020-02-28,1235,11852410.53,16272198.55,-2980613.78,False
2025-01-28,Parametric (t + EWMA),0.97,2020-02-28,1235,14091410.86,18533337.68,-2980613.78,False
2025-01-28,Parametric (t + EWMA),0.99,2020-02-28,1235,18868480.95,23504038.86,-2980613.78,False
2025-01-29,Historical,0.95,2020-03-02,1235,17428989.08,31196493.53,-652450.19,False
2025-01-29,Historical,0.97,2020-03-02,1235,23115641.28,38324525.67,-652450.19,False
2025-01-29,Historical,0.99,2020-03-02,1235,34131866.31,56762235.76,-652450.19,False
2025-01-29,Monte Carlo (Student-t),0.95,2020-03-02,1235,19804457.98,30545331.91,-652450.19,False
2025-01-29,Monte Carlo (Student-t),0.97,2020-03-02,1235,24631655.08,36224503.45,-652450.19,False
2025-01-29,Monte Carlo (Student-t),0.99,2020-03-02,1235,36516858.95,50256728.41,-652450.19,False
2025-01-29,Parametric (Normal),0.95,2020-03-02,1235,21146578.19,26748187.41,-652450.19,False
2025-01-29,Parametric (Normal),0.97,2020-03-02,1235,24309470.47,29501035.87,-652450.19,False
2025-01-29,Parametric (Normal),0.99,2020-03-02,1235,30282346.02,34825017.19,-652450.19,False
2025-01-29,Parametric (t + EWMA),0.95,2020-03-02,1235,11516744.85,15821160.65,-652450.19,False
2025-01-29,Parametric (t + EWMA),0.97,2020-03-02,1235,13697324.53,18023267.36,-652450.19,False
2025-01-29,Parametric (t + EWMA),0.99,2020-03-02,1235,18349694.36,22864136.7,-652450.19,False
2025-01-30,Historical,0.95,2020-03-02,1236,17424520.41,31196493.53,7319153.23,False
2025-01-30,Historical,0.97,2020-03-02,1236,23089268.73,38324525.67,7319153.23,False
2025-01-30,Historical,0.99,2020-03-02,1236,34129901.1,56762235.76,7319153.23,False
